file,check,count,lines,excerpt
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day26_ExecutionTrace_and_WCET/exercises/README.rst,duplicate_line,3,19;25;31,"* **WHEN** the execution trace is captured,"
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/README.rst,duplicate_line,3,53;58;63,"- THEN: The system behaves as expected, and the acceptance criterion is met"
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/aerospace/README.rst,duplicate_line,7,42;152;167;182;197;212;227,:header-rows: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/aerospace/README.rst,duplicate_line,7,46;155;170;185;200;215;230,- Description
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/aerospace/README.rst,duplicate_line,3,64;70;76,- **Then**: expected results verified.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/aerospace/README.rst,duplicate_paragraph,7,41;151;166;181;196;211;226,.. list-table:: ↵ :header-rows: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/automotive/README.rst,duplicate_line,3,50;56;62,WHEN: The adaptive cruise control system is engaged.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/exercises/README.rst,duplicate_line,3,25;35;90,THEN the system shall produce the expected outputs and meet the requirement IDs.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/exercises/README.rst,duplicate_line,3,94;104;113,*   Verify that each exercise result meets the requirement IDs.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/exercises/README.rst,duplicate_paragraph,2,53;108,"GIVEN a consistent setup, ↵ WHEN the exercise is rerun, ↵ THEN the system shall produce the same outputs and meet the requirement IDs."
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/medical/README.rst,duplicate_line,5,52;74;91;103;120,* **Standards References:** IEC 60601
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/medical/README.rst,duplicate_line,5,57;69;86;98;115,* **Standards References:** IEC 62304
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/medical/README.rst,duplicate_line,4,64;81;108;125,* **Standards References:** ISO 14971
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/medical/README.rst,duplicate_line,3,63;80;85,* **Risks:** Incomplete or inaccurate testing.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/medical/results/README.rst,duplicate_line,12,192;194;196;198;200;202;204;206,"- Reference: IEC 62304, ISO 14971, IEC 60601"
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/03_HIL_and_RealTime/Day30_Final_Capstone/medical/results/README.rst,duplicate_line,3,46;55;64,* WHEN: Therapy control algorithm is executed
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_line,16,15;24;33;42;50;61;80;95,🔹 **VERITAS** 🤖
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_line,16,84;181;203;217;279;293;307;321,:widths: 20 80
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_line,16,85;182;204;218;280;294;308;322,:stub-columns: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_line,16,88;185;207;221;283;297;311;325,- **Description**
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_line,5,235;242;249;266;273,*   THEN: The system behaves as expected
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_line,4,90;92;223;225,- Scenario Description
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_paragraph,16,83;180;202;216;278;292;306;320,.. list-table:: ↵ :widths: 20 80 ↵ :stub-columns: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_paragraph,2,87;220,* - **Scenario** ↵ - **Description** ↵ * - Scenario1 ↵ - Scenario Description ↵ * - Scenario2 ↵ - Scenario Description
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_paragraph,2,230;254,### Nominal Scenario 🟢 ↵ -----------------
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_paragraph,2,237;261,### Boundary Scenario 🟡 ↵ -----------------
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_paragraph,2,244;268,### Fault Scenario 🔴 ↵ -----------------
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_section,16,15;24;33;42;50;61;80;95,🔹 **veritas** 🤖
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_4gram,2,84;217,:widths: 20 80 | :stub-columns: 1 | * - **Scenario** | - **Description**
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_4gram,2,85;218,:stub-columns: 1 | * - **Scenario** | - **Description** | * - Scenario1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_4gram,2,87;220,* - **Scenario** | - **Description** | * - Scenario1 | - Scenario Description
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_4gram,2,88;221,- **Description** | * - Scenario1 | - Scenario Description | * - Scenario2
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/README.rst,duplicate_4gram,2,89;222,* - Scenario1 | - Scenario Description | * - Scenario2 | - Scenario Description
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_line,8,198;203;208;213;223;228;233;238,* Verify that the system logs are updated correctly.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_line,5,65;145;170;195;220,### 🟢 Nominal
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_line,5,76;150;175;200;225,### 🟡 Boundary
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_line,5,97;160;185;210;235,### 🔴 Advanced
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_line,4,173;178;183;188,* Analyze the system logs to ensure that they are updated correctly.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_line,4,197;202;207;212,* Ensure that all evidence artifacts are archived and traceable.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_line,4,222;227;232;237,* Document all residual risks with owner and due date.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_line,3,74;85;106,Logs updated with timestamp and event code
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_line,3,148;153;163,* Validate that the system logs are updated with timestamp and event code.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_paragraph,4,197;202;207;212,* Ensure that all evidence artifacts are archived and traceable. ↵ * Verify that the system logs are updated correctly.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_paragraph,4,222;227;232;237,* Document all residual risks with owner and due date. ↵ * Verify that the system logs are updated correctly.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_paragraph,2,117;274,.. note:: ↵ **Pre-review checklist** to ensure completeness and accuracy.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_4gram,2,112;269,- ☐ SMART✨ mnemonic applied to every artifact. | - ☐ All acceptance criteria are quantitative. | - ☐ Evidence artifacts archived and traceable. | - ☐ Residual risks documented with owner and due date.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/Domain usecases.rst,duplicate_4gram,2,113;270,- ☐ All acceptance criteria are quantitative. | - ☐ Evidence artifacts archived and traceable. | - ☐ Residual risks documented with owner and due date. | **Pre-review checklist** to ensure completenes
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/MIL-ref.rst,duplicate_line,3,159;165;171,- **Test Environment**: Ensure test environment is stable and controlled.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/MIL-ref.rst,duplicate_paragraph,2,122;148,- ISO/IEC/IEEE 29148 ↵ - INCOSE SE Handbook ↵ - IEC 61508
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Ref/MIL-ref.rst,duplicate_paragraph,2,134;236,.. admonition:: 🚨 **Important** ↵ :class: warning
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_line,11,28;91;127;155;179;207;231;255,:header-rows: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_line,11,31;94;130;158;182;210;234;258,- Explanation
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_line,11,32;95;131;159;183;211;235;259,- Where Used
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_line,11,33;96;132;160;184;212;236;260,- Severity/Priority
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_line,3,239;243;315,- All domains
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_line,3,287;335;339,- Automotive
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_paragraph,11,27;90;126;154;178;206;230;254,.. list-table:: ↵ :header-rows: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_paragraph,2,1;20,🔍 **Tools and Frameworks Guide** ↵ =====================================
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_paragraph,2,14;360,☐ Review the catalog for completeness and accuracy ↵ ☐ Verify the tools and frameworks are up-to-date and relevant ↵ ☐ Ensure the catalog is organized and easy to navigate ↵ ☐ Check for consistency in
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_section,2,1;20,🔍 **tools and frameworks guide**
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_4gram,6,91;127;155;179;207;231,:header-rows: 1 | - Explanation | - Where Used | - Severity/Priority
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_4gram,2,11;358,☐ **Pre-Review Checklist** | ☐ Review the catalog for completeness and accuracy | ☐ Verify the tools and frameworks are up-to-date and relevant | ☐ Ensure the catalog is organized and easy to navigate
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_4gram,2,14;360,☐ Review the catalog for completeness and accuracy | ☐ Verify the tools and frameworks are up-to-date and relevant | ☐ Ensure the catalog is organized and easy to navigate | ☐ Check for consistency in
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_4gram,2,15;361,☐ Verify the tools and frameworks are up-to-date and relevant | ☐ Ensure the catalog is organized and easy to navigate | ☐ Check for consistency in formatting and style | ☐ Verify the catalog includes
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_4gram,2,28;303,:header-rows: 1 | * - Language | - Explanation | - Where Used
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/Tools_and_Frameworks_Guide.rst,duplicate_4gram,2,30;305,* - Language | - Explanation | - Where Used | - Severity/Priority
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/README.rst,duplicate_paragraph,2,35;96,.. list-table:: ↵ :widths: 20 80 ↵ :stub-columns: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/aerospace_FlightControl/use_cases_and_examples.rst,duplicate_line,4,41;70;99;220,:header-rows: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/aerospace_FlightControl/use_cases_and_examples.rst,duplicate_line,4,42;71;100;221,:stub-columns: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/aerospace_FlightControl/use_cases_and_examples.rst,duplicate_line,3,44;73;102,*   - **Use Case**
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/aerospace_FlightControl/use_cases_and_examples.rst,duplicate_line,3,57;107;111,- System is in fault detection mode
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/aerospace_FlightControl/use_cases_and_examples.rst,duplicate_line,3,59;109;113,"- System detects and contains the fault, and recovers to a safe state 🔴"
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/aerospace_FlightControl/use_cases_and_examples.rst,duplicate_paragraph,4,40;69;98;219,.. list-table:: ↵ :header-rows: 1 ↵ :stub-columns: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/aerospace_FlightControl/use_cases_and_examples.rst,duplicate_section,6,228;229;232;233;236;237,-
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/automotive_ACC/use_cases_and_examples.rst,duplicate_line,8,19;29;39;49;59;72;80;88,*   **WHEN**: adaptive cruise control is engaged
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/automotive_ACC/use_cases_and_examples.rst,duplicate_paragraph,2,18;71,*   **GIVEN**: normal traffic conditions ↵ *   **WHEN**: adaptive cruise control is engaged ↵ *   **THEN**: speed regulation is maintained within acceptable limits
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/automotive_ACC/use_cases_and_examples.rst,duplicate_paragraph,2,28;79,*   **GIVEN**: dense stop-and-go traffic with tight headway and timing limits ↵ *   **WHEN**: adaptive cruise control is engaged ↵ *   **THEN**: speed regulation is maintained within acceptable limits
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/automotive_ACC/use_cases_and_examples.rst,duplicate_paragraph,2,38;87,"*   **GIVEN**: sensor dropout and invalid CAN frame injection ↵ *   **WHEN**: adaptive cruise control is engaged ↵ *   **THEN**: fault detection and containment mechanisms are triggered, and recovery "
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/medical_InfusionPump/use_cases_and_examples.rst,duplicate_line,5,429;445;463;485;501,:widths: 50 50
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/medical_InfusionPump/use_cases_and_examples.rst,duplicate_line,5,430;446;464;486;502,:stub-columns: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/medical_InfusionPump/use_cases_and_examples.rst,duplicate_line,5,433;449;467;489;505,- Description
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/medical_InfusionPump/use_cases_and_examples.rst,duplicate_paragraph,5,428;444;462;484;500,.. list-table:: ↵ :widths: 50 50 ↵ :stub-columns: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/medical_InfusionPump/use_cases_and_examples.rst,duplicate_paragraph,2,22;99,.. important:: ↵ Proper calibration and configuration are essential for accurate dosing.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/medical_InfusionPump/use_cases_and_examples.rst,duplicate_paragraph,2,34;111,.. warning:: ↵ Failure to properly test boundary conditions may result in product failures or safety issues.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/medical_InfusionPump/use_cases_and_examples.rst,duplicate_paragraph,2,37;114,.. important:: ↵ Proper testing of boundary conditions is essential for ensuring infusion pump performance.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/domains/medical_InfusionPump/use_cases_and_examples.rst,duplicate_paragraph,2,49;126,.. important:: ↵ Proper fault detection and containment are essential for ensuring patient safety.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/CANalyzer/README.rst,duplicate_line,3,92;178;186,☐ Validate synchronization source before formal runs.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/CANalyzer/README.rst,duplicate_line,3,93;179;187,☐ Verify scenario-to-requirement traceability.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/CANalyzer/README.rst,duplicate_line,3,94;180;188,☐ Enforce artifact naming/versioning consistency.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/CANalyzer/README.rst,duplicate_line,3,95;181;189,☐ Document residual risk and next experiment.
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/CANalyzer/README.rst,duplicate_paragraph,3,92;178;186,☐ Validate synchronization source before formal runs. ↵ ☐ Verify scenario-to-requirement traceability. ↵ ☐ Enforce artifact naming/versioning consistency. ↵ ☐ Document residual risk and next experimen
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/CANalyzer/README.rst,duplicate_paragraph,2,85;194,- Is evidence reproducible across reruns? ↵ - Are anomalies linked to objective requirements? ↵ - Is residual risk clearly described?
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/CANalyzer/README.rst,duplicate_4gram,3,92;178;186,☐ Validate synchronization source before formal runs. | ☐ Verify scenario-to-requirement traceability. | ☐ Enforce artifact naming/versioning consistency. | ☐ Document residual risk and next experimen
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/CANoe/README.rst,duplicate_line,3,57;138;159,:header-rows: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/CANoe/README.rst,duplicate_line,3,60;141;162,- Description
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/CANoe/README.rst,duplicate_paragraph,3,56;137;158,.. list-table:: ↵ :header-rows: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_line,6,12;80;117;213;232;251,:stub-columns: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_line,3,212;231;250,:widths: 40 40 40
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_line,3,218;237;256,* - Tool version
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_line,3,221;240;259,* - Project/profile
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_line,3,222;241;260,- Set logging granularity
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_line,3,224;243;262,* - Interface mapping
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_line,3,226;245;264,- Verify execution-path confidence
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_paragraph,2,14;119,* - Color ↵ - Severity ↵ - Priority ↵ * - 🟢 ↵ - Nominal ↵ - High ↵ * - 🟡 ↵ - Boundary ↵ - Medium ↵ * - 🔴 ↵ - Fault ↵ - Low
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_paragraph,2,189;270,☐ Review scope and objectives ↵ ☐ Verify scenario-to-requirement traceability ↵ ☐ Ensure artifact naming/versioning consistency ↵ ☐ Review notes include residual risk and next experiment ↵ ☐ Verify de
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_4gram,2,189;270,☐ Review scope and objectives | ☐ Verify scenario-to-requirement traceability | ☐ Ensure artifact naming/versioning consistency | ☐ Review notes include residual risk and next experiment
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_4gram,2,190;271,☐ Verify scenario-to-requirement traceability | ☐ Ensure artifact naming/versioning consistency | ☐ Review notes include residual risk and next experiment | ☐ Verify deliverables
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_4gram,2,191;272,☐ Ensure artifact naming/versioning consistency | ☐ Review notes include residual risk and next experiment | ☐ Verify deliverables | ☐ Review criteria met
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_4gram,2,239;258,- Verify WCET evidence | * - Project/profile | - Set logging granularity | - Verify breakpoint determinism
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/TRACE32/README.rst,duplicate_4gram,2,240;259,* - Project/profile | - Set logging granularity | - Verify breakpoint determinism | * - Interface mapping
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_line,6,14;67;275;295;315;335,:stub-columns: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_line,5,17;279;299;319;339,- Severity/Priority
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_line,5,70;278;298;318;338,- Description
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_line,4,274;294;314;334,:widths: 20 80 10
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_line,3,162;171;267,- ARP4754A/4761
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_paragraph,4,273;293;313;333,.. list-table:: ↵ :widths: 20 80 10 ↵ :stub-columns: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_paragraph,2,12;65,.. list-table:: ↵ :widths: 20 80 ↵ :stub-columns: 1
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_paragraph,2,119;225,### Domain Focus 📊 ↵ - Domain: Embedded Systems
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_paragraph,2,125;231,### Evidence Priorities 📊 ↵ - Functional correctness 🟢 ↵ - Timing behavior 🕒 ↵ - Robustness 🔴 ↵ - Traceability 🔗
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_paragraph,2,131;237,### Patterns 📊 ↵ - Baseline-first comparison ↵ - Fixed acceptance thresholds ↵ - Deterministic reruns
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_paragraph,2,136;242,### Anti-Patterns 🚨 ↵ - Post-hoc threshold tuning ↵ - Missing raw artifacts ↵ - Incomplete negative-path checks
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_paragraph,2,141;247,### Pitfalls 🤔 ↵ - Hidden assumptions ↵ - Interface timing drift ↵ - Weak requirement-to-test linkage
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_paragraph,2,146;252,"### Example Expansion 📊 ↵ - Include one nominal, one boundary, and one fault scenario per objective"
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_paragraph,2,149;255,"### Review Heuristic 📝 ↵ - If a claim cannot be tied to an artifact, mark confidence as provisional"
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_paragraph,2,152;258,"### Checklist Extension 📅 ↵ - Capture residual risk, ownership, and next action for each unresolved item"
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,119;225,### Domain Focus 📊 | - Domain: Embedded Systems | ### Phase Focus 📊 | - Phase: V&V
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,120;226,- Domain: Embedded Systems | ### Phase Focus 📊 | - Phase: V&V | ### Evidence Priorities 📊
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,122;228,### Phase Focus 📊 | - Phase: V&V | ### Evidence Priorities 📊 | - Functional correctness 🟢
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,123;229,- Phase: V&V | ### Evidence Priorities 📊 | - Functional correctness 🟢 | - Timing behavior 🕒
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,125;231,### Evidence Priorities 📊 | - Functional correctness 🟢 | - Timing behavior 🕒 | - Robustness 🔴
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,126;232,- Functional correctness 🟢 | - Timing behavior 🕒 | - Robustness 🔴 | - Traceability 🔗
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,127;233,- Timing behavior 🕒 | - Robustness 🔴 | - Traceability 🔗 | ### Patterns 📊
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,128;234,- Robustness 🔴 | - Traceability 🔗 | ### Patterns 📊 | - Baseline-first comparison
